144,129
115,129
140,116
123,116
141,117
122,117
143,121
118,121
116,126
144,126
116,125
144,125
139,115
124,115
125,115
143,122
118,122
132,143
131,143
135,142
133,142
124,142
125,142
126,142
134,142
127,142
128,142
129,142
130,142
133,113
131,113
135,113
132,113
134,113
129,114
128,114
126,114
138,114
127,114
130,114
137,114
136,114
115,131
144,131
143,133
116,133
144,132
115,132
120,140
138,140
119,139
139,139
136,141
122,141
123,141
121,141
137,141
121,118
141,118
120,119
142,119
119,120
142,120
116,128
144,128
116,127
144,127
118,138
140,138
117,137
141,137
117,136
142,136
117,123
143,123
116,134
143,134
116,124
144,124
116,135
142,135
115,130
144,130
